athlete_id,rank,discipline,season,date,event_id,event_location,d_cat,firstname,lastname,age,gender,country,height,arm_span,paraclimbing_sport_class,birthday,gdp_per_capita
37,9,speed,1993,1993-11-05,129,W-Nü,2,Jury,KRASILNIKOV,,male,RUS,,,,,22122.291
37,41,lead,1993,1993-08-27,128,W-Bu,1,Jury,KRASILNIKOV,,male,RUS,,,,,22122.291
37,9,speed,1993,1993-08-27,128,W-Bu,2,Jury,KRASILNIKOV,,male,RUS,,,,,22122.291
37,13,speed,1992,1992-09-18,120,EM-F,226,Jury,KRASILNIKOV,,male,RUS,,,,,24209.033
30,38,boulder,1999,1999-07-31,203,WC Bardonecchia,3,Alexei,KOZLOV,,male,RUS,,,,,18385.465
30,4,speed,1999,1999-07-24,202,WC Beauregard,2,Alexei,KOZLOV,,male,RUS,,,,,18385.465
30,24,speed,1999,1999-06-10,198,W-Besancon,2,Alexei,KOZLOV,,male,RUS,,,,,18385.465
30,7,speed,1999,1999-05-28,1170,W-Leipzig,2,Alexei,KOZLOV,,male,RUS,,,,,18385.465
30,3,speed,1998,1998-08-01,179,W-Beauregard,2,Alexei,KOZLOV,,male,RUS,,,,,17226.227
30,16,speed,1998,1998-04-03,184,EC-Nürnberg,226,Alexei,KOZLOV,,male,RUS,,,,,17226.227
30,16,speed,1997,1997-02-01,164,WM,2,Alexei,KOZLOV,,male,RUS,,,,,18160.229
30,18,speed,1995,1995-05-06,145,WM-G,2,Alexei,KOZLOV,,male,RUS,,,,,18550.52
2,43,boulder,2000,2000-08-04,220,München,3,Maxi,KLAUS,52.0,male,DEU,,,,1972-08-04,50314.254
2,64,lead,1999,1999-12-03,207,WM Birmingham,1,Maxi,KLAUS,52.0,male,DEU,,,,1972-08-04,48973.36
2,41,lead,1999,1999-05-28,1170,W-Leipzig,1,Maxi,KLAUS,52.0,male,DEU,,,,1972-08-04,48973.36
2,32,lead,1999,1999-04-16,197,Wien,1,Maxi,KLAUS,52.0,male,DEU,,,,1972-08-04,48973.36
2,43,lead,1998,1998-11-14,182,W-Kranj,1,Maxi,KLAUS,52.0,male,DEU,,,,1972-08-04,47982.93
2,52,lead,1998,1998-09-04,180,W-Courmayeur,1,Maxi,KLAUS,52.0,male,DEU,,,,1972-08-04,47982.93
16,19,lead,2023,2023-08-10,1338,Bern,585,Marcel,RICHTER,36.0,male,DEU,150.0,,"Limited Range, Power & Stability 1: RP1",1988-07-11,63578.14
16,16,lead,2023,2023-06-24,1341,Villars-sur-Ollon,585,Marcel,RICHTER,36.0,male,DEU,150.0,,"Limited Range, Power & Stability 1: RP1",1988-07-11,63578.14
16,17,lead,2023,2023-06-13,1337,Innsbruck,585,Marcel,RICHTER,36.0,male,DEU,150.0,,"Limited Range, Power & Stability 1: RP1",1988-07-11,63578.14
16,5,lead,2018,2018-07-18,1066,Bri_Paraclimbing_18,97,Marcel,RICHTER,36.0,male,DEU,150.0,,"Limited Range, Power & Stability 1: RP1",1988-07-11,62914.547
16,4,lead,2016,2016-07-17,955,Imst_Paraclimbing_16,45,Marcel,RICHTER,36.0,male,DEU,150.0,,"Limited Range, Power & Stability 1: RP1",1988-07-11,60984.477
12,14,lead,2019,2019-07-17,1128,Paraclimbing_WCH_1,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,63392.95
12,15,lead,2018,2018-09-16,1064,Paraclimbing_WCH_18,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,62914.547
12,8,lead,2018,2018-07-18,1066,Bri_Paraclimbing_18,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,62914.547
12,2,lead,2017,2017-10-08,1003,She_Paraclimbing_17,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,62407.164
12,5,lead,2017,2017-09-24,1002,Edi_Paraclimbing_17,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,62407.164
12,3,lead,2017,2017-07-26,1001,Bri_Paraclimbing_17,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,62407.164
12,3,lead,2017,2017-07-09,1000,Ims_Paraclimbing_17,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,62407.164
12,5,lead,2016,2016-09-18,956,Paraclimbing_WCH_16,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,60984.477
12,4,lead,2016,2016-07-17,955,Imst_Paraclimbing_16,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,60984.477
12,3,lead,2016,2016-06-25,954,Camp_Paraclimbing_16,101,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,60984.477
12,5,lead,2015,2015-10-04,913,She_Paraclimbing_15,85,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,60099.637
12,5,lead,2015,2015-06-28,911,Imst_Paraclimbing_15,85,Michael,FÜCHSLE,57.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1966-12-28,60099.637
57,36,speed,2008,2008-11-02,525,08_WC_MS,2,Stanislav,LOBZOV,40.0,male,RUS,,,,1984-08-30,34691.574
57,55,boulder,2005,2005-04-10,389,Moscow (B+S),3,Stanislav,LOBZOV,40.0,male,RUS,,,,1984-08-30,27937.998
57,16,speed,2005,2005-04-10,389,Moscow (B+S),2,Stanislav,LOBZOV,40.0,male,RUS,,,,1984-08-30,27937.998
57,20,speed,2003,2003-06-08,310,Yekaterinburg D+S,2,Stanislav,LOBZOV,40.0,male,RUS,,,,1984-08-30,24302.658
57,20,speed,2003,2003-06-01,308,Yekaterinburg B+S,2,Stanislav,LOBZOV,40.0,male,RUS,,,,1984-08-30,24302.658
27,13,lead,2023,2023-08-10,1338,Bern,561,Nicholas,PERRETH,39.0,male,DEU,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,63578.14
27,9,lead,2023,2023-06-24,1341,Villars-sur-Ollon,561,Nicholas,PERRETH,39.0,male,DEU,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,63578.14
27,10,lead,2023,2023-06-13,1337,Innsbruck,561,Nicholas,PERRETH,39.0,male,DEU,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,63578.14
27,9,lead,2022,2022-07-09,1280,Villars,561,Nicholas,PERRETH,39.0,male,DEU,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,63353.94
27,7,lead,2022,2022-06-22,1277,Innsbruck,561,Nicholas,PERRETH,39.0,male,DEU,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,63353.94
27,5,lead,2022,2022-05-26,1278,Salt Lake City,561,Nicholas,PERRETH,39.0,male,DEU,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,63353.94
27,10,lead,2021,2021-06-24,1222,Innsbruck,561,Nicholas,PERRETH,39.0,male,DEU,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,62950.047
27,12,lead,2019,2019-07-17,1128,Paraclimbing_WCH_1,81,Nicholas,PERRETH,39.0,male,DEU,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,63392.95
27,7,lead,2018,2018-07-18,1066,Bri_Paraclimbing_18,81,Nicholas,PERRETH,39.0,male,DEU,183.0,191.0,Single-leg/ Single-legged Climbing: AL2,1984-11-29,62914.547
54,19,speed,2008,2008-10-18,531,Paris,226,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,34691.574
54,18,speed,2008,2008-04-27,513,TRENTO ,2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,34691.574
54,14,speed,2007,2007-09-29,482,Puurs,2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,32962.3
54,16,speed,2007,2007-09-23,481,Aviles,2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,32962.3
54,11,speed,2007,2007-09-09,509,Arco,394,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,32962.3
54,8,speed,2007,2007-08-12,480,Qinghai,2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,32962.3
54,7,speed,2007,2007-07-22,479,Val Daone,2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,32962.3
54,9,speed,2007,2007-07-13,478,Chamonix,2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,32962.3
54,1,speed,2007,2007-05-01,472,Trento,2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,32962.3
54,13,speed,2007,2007-04-14,469,Tarnow,2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,32962.3
54,7,speed,2006,2006-11-04,440,Moscow (B+S),2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,30328.078
54,2,speed,2006,2006-08-27,443,Imst,10,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,30328.078
54,5,speed,2006,2006-04-22,426,Veliko Tarnovo (B+S),2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,30328.078
54,6,speed,2005,2005-08-25,404,Bejing,10,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,27937.998
54,12,speed,2005,2005-04-10,389,Moscow (B+S),2,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,27937.998
54,15,lead,2002,2002-09-27,288,Canteleu,17,Anatoly,SKRIPOV,37.0,male,RUS,,,,1987-09-02,22546.727
83,34,boulder,2016,2016-10-16,973,UCH16,355,Georgy,DERKACHEV,33.0,male,RUS,,,,1991-02-06,35361.547
83,33,lead,2016,2016-10-16,973,UCH16,353,Georgy,DERKACHEV,33.0,male,RUS,,,,1991-02-06,35361.547
83,8,lead,2015,2015-08-09,926,EUC15,353,Georgy,DERKACHEV,33.0,male,RUS,,,,1991-02-06,35393.57
83,2,boulder,2015,2015-08-09,926,EUC15,355,Georgy,DERKACHEV,33.0,male,RUS,,,,1991-02-06,35393.57
83,55,boulder,2013,2013-05-12,792,Log-Dragomer,3,Georgy,DERKACHEV,33.0,male,RUS,,,,1991-02-06,36628.92
83,33,speed,2008,2008-11-02,525,08_WC_MS,2,Georgy,DERKACHEV,33.0,male,RUS,,,,1991-02-06,34691.574
31,9,speed,1993,1993-04-30,125,WM-I,2,Alexandre,MINAEV,56.0,male,RUS,,,,1968-04-09,22122.291
31,9,speed,1993,1993-04-02,124,W-Fr,2,Alexandre,MINAEV,56.0,male,RUS,,,,1968-04-09,22122.291
36,21,boulder,2003,2003-07-25,316,Argentiere,3,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,24302.658
36,31,boulder,2003,2003-07-13,315,Chamonix,3,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,24302.658
36,25,boulder,2001,2001-07-22,242,Munich,3,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,21435.766
36,22,boulder,2001,2001-07-15,241,Chamonix,3,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,21435.766
36,8,boulder,2001,2001-06-30,240,Gap,3,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,21435.766
36,20,boulder,2000,2000-08-04,220,München,3,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,20309.268
36,25,boulder,2000,2000-07-25,237,L'Argentiere,395,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,20309.268
36,34,lead,1999,1999-12-03,207,WM Birmingham,1,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18385.465
36,9,speed,1999,1999-12-03,207,WM Birmingham,2,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18385.465
36,14,speed,1999,1999-07-24,202,WC Beauregard,2,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18385.465
36,19,boulder,1999,1999-07-17,201,WC Chamonix,3,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18385.465
36,30,boulder,1999,1999-07-11,200,WC Val d'Isere,3,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18385.465
36,18,boulder,1998,1998-08-14,193,T-Cortina,395,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,17226.227
36,17,boulder,1998,1998-08-07,192,T-Valloire,395,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,17226.227
36,9,speed,1998,1998-04-03,184,EC-Nürnberg,226,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,17226.227
36,19,lead,1997,1997-11-14,170,JWM,9,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18160.229
36,36,lead,1997,1997-10-24,166,W-Pr,1,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18160.229
36,4,lead,1997,1997-06-29,173,E-Chocen,233,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18160.229
36,18,lead,1997,1997-05-04,171,E-Bolzano,233,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18160.229
36,3,speed,1997,1997-02-01,164,WM,2,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18160.229
36,12,lead,1996,1996-10-26,160,E-Prag,233,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,17879.922
36,23,lead,1996,1996-09-19,152,W-Ekaterinburg,1,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,17879.922
36,17,lead,1996,1996-06-29,157,E-Ravenna,233,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,17879.922
36,16,lead,1996,1996-06-08,156,E-Dortmund,233,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,17879.922
36,17,speed,1996,1996-01-28,155,EmPa,226,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,17879.922
36,22,lead,1995,1995-10-06,148,95JWM,13,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,18550.52
36,37,lead,1994,1994-10-22,139,94-JWM,13,Dmitrii,BYCHKOV,46.0,male,RUS,,,,1978-06-09,19348.201
38,3,lead,2016,2016-09-18,956,Paraclimbing_WCH_16,101,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,35361.547
38,1,lead,2014,2014-08-29,870,Arco_Paraclimbing_14,85,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,36217.965
38,18,speed,2002,2002-05-26,278,Yekaterinburg 3,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,22546.727
38,16,speed,2002,2002-05-22,277,Yekaterinburg 2,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,22546.727
38,9,speed,2002,2002-05-19,276,Yekaterinburg,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,22546.727
38,4,speed,2001,2001-11-04,247,Kuala Lumpur,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,21435.766
38,10,speed,2001,2001-09-16,271,Arco,394,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,21435.766
38,9,speed,2001,2001-09-08,244,Winterthur,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,21435.766
38,2,speed,2000,2000-07-12,218,Chamonix,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,20309.268
38,2,speed,1999,1999-12-03,207,WM Birmingham,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,18385.465
38,2,speed,1999,1999-09-10,214,IE Arco,394,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,18385.465
38,9,speed,1999,1999-07-24,202,WC Beauregard,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,18385.465
38,3,speed,1999,1999-06-10,198,W-Besancon,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,18385.465
38,5,speed,1999,1999-05-28,1170,W-Leipzig,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,18385.465
38,2,speed,1998,1998-08-01,179,W-Beauregard,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,17226.227
38,5,speed,1998,1998-04-03,184,EC-Nürnberg,226,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,17226.227
38,39,speed,1997,1997-02-01,164,WM,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,18160.229
38,5,speed,1996,1996-01-28,155,EmPa,226,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,17879.922
38,3,speed,1995,1995-05-06,145,WM-G,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,18550.52
38,3,speed,1993,1993-11-05,129,W-Nü,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,22122.291
38,1,speed,1993,1993-08-27,128,W-Bu,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,22122.291
38,1,speed,1993,1993-04-30,125,WM-I,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,22122.291
38,1,speed,1993,1993-04-02,124,W-Fr,2,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,22122.291
38,23,speed,1992,1992-09-18,120,EM-F,226,Vladimir,NETSVETAEV-DOLGALEV,54.0,male,RUS,,,,1970-04-09,24209.033
28,7,lead,2022,2022-07-09,1280,Villars,565,Jacqueline,FRITZ,39.0,female,DEU,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,63353.94
28,8,lead,2022,2022-06-22,1277,Innsbruck,565,Jacqueline,FRITZ,39.0,female,DEU,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,63353.94
28,5,lead,2022,2022-05-26,1278,Salt Lake City,565,Jacqueline,FRITZ,39.0,female,DEU,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,63353.94
28,3,lead,2021,2021-10-11,1224,United States,565,Jacqueline,FRITZ,39.0,female,DEU,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,62950.047
28,9,lead,2021,2021-09-17,1225,Moscow,605,Jacqueline,FRITZ,39.0,female,DEU,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,62950.047
28,5,lead,2021,2021-07-15,1223,Briançon,605,Jacqueline,FRITZ,39.0,female,DEU,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,62950.047
28,7,lead,2021,2021-06-24,1222,Innsbruck,605,Jacqueline,FRITZ,39.0,female,DEU,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,62950.047
28,3,lead,2019,2019-07-17,1128,Paraclimbing_WCH_1,153,Jacqueline,FRITZ,39.0,female,DEU,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,63392.95
28,7,lead,2018,2018-09-16,1064,Paraclimbing_WCH_18,153,Jacqueline,FRITZ,39.0,female,DEU,,,Single-leg/ Single-legged Climbing: AL2,1985-03-06,62914.547
21,10,lead,2023,2023-08-10,1338,Bern,589,Florian,SINGER,25.0,male,DEU,,,"Limited Range, Power & Stability 2: RP2",1998-10-18,63578.14
